airline_code,airline_id,source_airport_code,source_airport_id,destination_airport_code,destination_airport_id,codeshare,stops,equipment
XU,,BBO,1122,ADE,3977,,0,EM2
XU,,BBO,1122,BSA,5686,,0,EM2
XU,,BBO,1122,DXB,2188,,0,M82
XU,,BBO,1122,MGQ,5687,,0,M82
XU,,BBO,1122,SHJ,2191,,0,M82
XU,,BSA,5686,BBO,1122,,0,EM2
XU,,BSA,5686,GLK,5688,,0,EM2
XU,,DXB,2188,BBO,1122,,0,M82
XU,,DXB,2188,HGA,1121,,0,M82
XU,,EBB,1187,NBO,4059,,0,M82
XU,,GLK,5688,BSA,5686,,0,EM2
XU,,GLK,5688,MGQ,5687,,0,EM2
XU,,GLK,5688,WJR,1149,,0,EM2
XU,,HGA,1121,BBO,1122,,0,M82
XU,,HGA,1121,WJR,1149,,0,EM2
XU,,MGQ,5687,BBO,1122,,0,M82
XU,,MGQ,5687,GLK,5688,,0,EM2
XU,,MGQ,5687,HGA,1121,,0,M82
XU,,MGQ,5687,WJR,1149,,0,M82 DC9
XU,,NBO,4059,EBB,1187,,0,M82
XU,,NBO,4059,GLK,5688,,0,EM2
XU,,NBO,4059,HGA,1121,,0,EM2
XU,,NBO,4059,MGQ,5687,,0,M82 DC9
XU,,SHJ,2191,HGA,1121,,0,M82
XU,,WJR,1149,NBO,4059,,0,M82 EM2 DC9
Y7,13088,KJA,4374,TGP,,,0,AT5
Y7,13088,KJA,4374,THX,,,0,AT5
Y7,13088,TGP,,KJA,4374,,0,AT5
Y7,13088,THX,,KJA,4374,,0,AT5
Y9,3148,DXB,2188,GSM,5712,,0,F50 M80
Y9,3148,GSM,5712,DXB,2188,,0,F50
YJ,,HEH,3213,MDL,3222,,0,AT7
YJ,,HEH,3213,RGN,3239,,0,AT7
YJ,,MDL,3222,HEH,3213,,0,AT7
YJ,,MDL,3222,MYT,3224,,0,AT7
YJ,,MDL,3222,NYU,3209,,0,AT7
YJ,,MDL,3222,RGN,3239,,0,AT7
YJ,,MDL,3222,THL,3237,,0,AT7
YJ,,MYT,3224,MDL,3222,,0,AT7
YJ,,NYU,3209,MDL,3222,,0,AT7
YJ,,NYU,3209,RGN,3239,,0,AT7
YJ,,RGN,3239,HEH,3213,,0,AT7
YJ,,RGN,3239,MDL,3222,,0,AT7
YJ,,RGN,3239,NYU,3209,,0,AT7
YJ,,THL,3237,HEH,3213,,0,AT7
YN,,YAT,5482,YPO,5522,,0,DH1
YN,,YAT,5482,ZKE,5543,,0,DH1
YN,,YFA,5490,YMO,91,,0,DH1
YN,,YFA,5490,ZKE,5543,,0,DH1
YN,,YGW,5496,YKU,5472,,0,DH8
YN,,YKQ,5507,YKU,5472,,0,DH8
YN,,YKQ,5507,YMO,91,,0,BEC
YN,,YKQ,5507,YMT,5514,,0,DH8
YN,,YKQ,5507,YNS,5501,,0,DH8
YN,,YKQ,5507,YVO,153,,0,DH8
YN,,YKQ,5507,ZEM,5539,,0,DH8
YN,,YKU,5472,YGW,5496,,0,DH8
YN,,YKU,5472,YKQ,5507,,0,DH8
YN,,YKU,5472,YNC,5516,,0,DH8
YN,,YKU,5472,YVO,153,,0,BET
YN,,YMO,91,YFA,5490,,0,DH1
YN,,YMO,91,YKQ,5507,,0,BEC
YN,,YMO,91,YTS,143,,0,BEC DH1 EMB
YN,,YMT,5514,YKQ,5507,,0,DH8
YN,,YMT,5514,YNS,5501,,0,DH8
YN,,YMT,5514,YUL,146,,0,DH8
YN,,YNC,5516,YKU,5472,,0,DH8
YN,,YNC,5516,ZEM,5539,,0,DH8
YN,,YNS,5501,YKQ,5507,,0,DH8
YN,,YNS,5501,YMT,5514,,0,DH8
YN,,YPO,5522,YAT,5482,,0,DH1
YN,,YTS,143,YMO,91,,0,DH1 BEC
YN,,YUL,146,YMT,5514,,0,DH8
YN,,YUL,146,YVO,153,,0,DH8
YN,,YVO,153,YKQ,5507,,0,DH8
YN,,YVO,153,YKU,5472,,0,BET
YN,,YVO,153,YUL,146,,0,DH8
YN,,ZEM,5539,YKQ,5507,,0,DH8
YN,,ZEM,5539,YNC,5516,,0,DH8
YN,,ZKE,5543,YAT,5482,,0,DH1
YN,,ZKE,5543,YFA,5490,,0,DH1
YO,16150,MCM,4264,NCE,1354,,0,NDE
YO,16150,NCE,1354,MCM,4264,,0,NDE
YT,16133,JKR,,KTM,3125,,0,J41
YT,16133,KTM,3125,JKR,,,0,J41
Z3,1266,CGA,7144,KLW,7205,,0,DHP
Z3,1266,CGA,7144,KTN,3808,,0,DHP
Z3,1266,HYL,7145,KTB,7147,,0,DHP
Z3,1266,HYL,7145,KTN,3808,,0,DHP
Z3,1266,KLW,7205,CGA,7144,,0,DHP
Z3,1266,KTB,7147,HYL,7145,,0,DHP
Z3,1266,KTN,3808,CGA,7144,,0,DHP
Z3,1266,KTN,3808,HYL,7145,,0,DHP
Z3,1266,KTN,3808,KWF,,,0,DHP
Z3,1266,KWF,,KTN,3808,,0,DHP
Z8,603,ORU,,CBB,2759,,0,SWM
Z8,603,ORU,,SRZ,4247,,0,SWM
Z8,603,SRZ,4247,ORU,,,0,SWM
ZD,,DAR,1177,DZA,915,,0,AT7
ZD,,DZA,915,DAR,1177,,0,AT7
ZD,,DZA,915,HAH,912,,0,AT7
ZD,,DZA,915,MJN,929,,0,AT7
ZD,,DZA,915,NOS,930,,0,AT7
ZD,,HAH,912,DZA,915,,0,AT7
ZD,,MJN,929,DZA,915,,0,AT7
ZD,,NOS,930,DZA,915,,0,AT7
ZH,4611,CAN,3370,NTG,5475,,0,320
ZH,4611,CKG,3393,NTG,5475,,0,738
ZH,4611,DLC,3404,NTG,5475,,0,738
ZH,4611,JGS,6428,PEK,3364,Y,0,737
ZH,4611,NTG,5475,CAN,3370,,0,320
ZH,4611,NTG,5475,CKG,3393,,0,738
ZH,4611,NTG,5475,DLC,3404,,0,738
ZH,4611,NTG,5475,PEK,3364,Y,0,737
ZH,4611,NTG,5475,SHE,4144,,0,738
ZH,4611,NTG,5475,SZX,3374,,0,738
ZH,4611,NTG,5475,TSN,3368,,0,320
ZH,4611,NTG,5475,XMN,3383,,0,738
ZH,4611,PEK,3364,JGS,6428,Y,0,737
ZH,4611,PEK,3364,NTG,5475,Y,0,737
ZH,4611,SHE,4144,NTG,5475,,0,738
ZH,4611,SZX,3374,NTG,5475,,0,738
ZH,4611,TSN,3368,NTG,5475,,0,320
ZH,4611,XMN,3383,NTG,5475,,0,738
ZI,21,ALG,210,MLH,,,0,320
ZI,21,CZL,221,MLH,,,0,320
ZI,21,MLH,,ALG,210,,0,320
ZI,21,MLH,,CZL,221,,0,320
ZI,21,MLH,,ORN,231,,0,319
ZI,21,MLH,,QSF,6492,,0,320
ZI,21,ORN,231,MLH,,,0,319
ZI,21,QSF,6492,MLH,,,0,320
ZK,2607,DEN,3751,EAR,6129,,0,EM2
ZK,2607,EAR,6129,DEN,3751,,0,EM2
ZK,2607,IGM,6132,LAX,3484,,0,BE1
ZK,2607,IGM,6132,PGA,4124,,0,BE1
ZK,2607,LAX,3484,IGM,6132,,0,BE1
ZK,2607,PGA,4124,IGM,6132,,0,BE1
ZK,2607,PHX,3462,SVC,6135,,0,BE1
ZK,2607,SVC,6135,PHX,3462,,0,BE1
